codigo curso,Código da IES,Sigla da IES,Nome da IES,Categoria Administrativa,Organização Acadêmica,Situaçao da IES,Sinalização da IES,Código do Curso,Nome do Curso,Grau,Modalidade,Situação do Curso,Qt. Vagas Autorizadas,Carga Horária,Tipo de Periodicidade,Integralização - Turno Integral,Quantitativo de Vagas - Integral,Integralização - Turno Matutino,Quantitativo de Vagas - Matutino,Integralização - Turno Vespertino,Quantitativo de Vagas - Vespertino,Integralização - Turno Noturno,Quantitativo de Vagas - Noturno,Sinalização do Curso,Código do Endereço,Nome do Campus,Endereço,Número Endereço,Complemento,Bairro,Código do Município,Município,UF,Início Funcionamento,Data Ato de Criação,Valor CC,Ano CC,CPC Faixa,CPC Contínuo,CPC Ano, Valor IDD,IDD Ano,Valor ENADE,ENADE Ano,Código Rótulo CINE,Rótulo CINE,Código Área Detalhada CINE,Área Detalhada CINE,Código Área Específica CINE,Área Específica CINE,Código Área Geral CINE , Área Geral CINE 
4,316,UNINOVE,UNIVERSIDADE NOVE DE JULHO,Privada sem fins lucrativos,Universidade,Ativa,,1116226,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,500,3440,Semestral,,,8.00 Semestres,70,,,8.00 Semestres,430,,657833,VILA MARIA,Rua Diamantina,302,,Vila Maria,000000003550308,São Paulo,SP,02/02/2009,2008-09-29,4,2012,3,284,2017,3,2017,2,2017,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,10323,BANDTEC,FACULDADE DE TECNOLOGIA BANDEIRANTES,Privada com fins lucrativos,Faculdade ,Ativa,,1366540,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,50,3880,Anual,4.00 Anos,50,,,,,,,,1080141,Unidade II Paulista,Rua Haddock Lobo,595,Unidade II Paulista,Cerqueira César,000000003550308,São Paulo,SP,01/03/2021,2017-09-28,4,2017,,,,,,,,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,322,UNIP,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Universidade,Ativa,,1443416,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,230,3000,Semestral,,,,,,,8.0 Semestres,230,,2644,Campus VIII - Paulista,Avenida Paulista,900,,Bela Vista,000000003550308,São Paulo,SP,20/02/2018,2018-03-29,,,,,,,,,,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,263,FICS,FACULDADES INTEGRADAS CAMPOS SALLES,Privada sem fins lucrativos,Faculdade ,Ativa,"Credenciamento EaD Provisório, Em Supervisão - Procedimento Sancionador com Medida Cautelar, Suspensão contrato FIES, Suspensão PRONATEC, Suspensão PROUNI",19966,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,100,3000,Semestral,,,,,,,8.00 Semestres,100,,657807,Unidade SEDE,Rua Nossa Senhora da Lapa,284,,Lapa,000000003550308,São Paulo,SP,01/02/2000,1999-06-29,3,2014,3,213,2014,3,2008,3,2014,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,322,UNIP,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Universidade,Ativa,,121912,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,230,3000,Semestral,,,8.0 Semestres,115,,,8.0 Semestres,115,,695414,Campus XI - Tatuapé,RUA ANTONIO MACEDO,505,,PARQUE SÃO JORGE,000000003550308,São Paulo,SP,14/02/2008,1989-11-16,,,4,373,2017,4,2017,4,2017,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,322,UNIP,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Universidade,Ativa,,19556,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,230,3000,Semestral,,,,,,,8.0 Semestres,230,,2646,Campus X - Norte,Rua Amazonas da Silva,737,,Vila Guilherme,000000003550308,São Paulo,SP,13/02/1995,1989-11-16,,,0,,2017,0,2017,0,2017,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,466,UAM,UNIVERSIDADE ANHEMBI MORUMBI,Privada com fins lucrativos,Universidade,Ativa,,120932,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,150,3036,Semestral,,,8.00 Semestres,60,,,8.00 Semestres,90,,33621,CAMPUS PAULISTA,Av. Paulista,2000,,Bela Vista,000000003550308,São Paulo,SP,01/01/2009,2002-02-18,4,2014,4,342,2017,4,2017,3,2017,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,1388,,CENTRO UNIVERSITÁRIO SUMARÉ,Privada com fins lucrativos,Centro Universitário,Ativa,,150211,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,110,3000,Semestral,,,,,,,8.0 Semestres,110,,1046427,CENTRO UNIVERSITÁRIO SUMARÉ - Unidade Acadêmica Santo Amaro,Rua Coronel Luis Barroso,566,,Santo Amaro,000000003550308,São Paulo,SP,01/03/2000,1999-11-03,4,2019,4,295,2011,,,4,2011,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,322,UNIP,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Universidade,Ativa,,19538,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,230,3000,Semestral,,,,,,,8.0 Semestres,230,,2643,Campus VII - MARQUÊS,Avenida Marquês de São Vicente,3001,,Água Branca,000000003550308,São Paulo,SP,12/02/1996,1989-11-16,,,3,261,2017,3,2017,3,2017,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,322,UNIP,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Universidade,Ativa,,1258851,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,460,3000,Semestral,,,8.0 Semestres,230,,,8.0 Semestres,230,,2639,Campus III - Anchieta,Rua Francisco Bautista ,300,Km 12 da Rodovia Anchieta,Jardim Santa Cruz,000000003550308,São Paulo,SP,04/02/2013,2013-06-20,,,,,,,,,,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,374,FMU,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,Privada sem fins lucrativos,Centro Universitário,Ativa,,1574850,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,160,6072,Semestral,,,8.00 Semestres,60,,,8.00 Semestres,100,,708152,FMU - Morumbi,Av. Morumbi,501,FMU - Morumbi,Morumbi,000000003550308,São Paulo,SP,Não iniciado,2021-05-01,,,,,,,,,,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,1100,UniDrummond,Centro Universitário Carlos Drummond de Andrade,Privada sem fins lucrativos,Centro Universitário,Ativa,,21496,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,225,3280,Semestral,,,8.0 Semestres,75,,,8.0 Semestres,150,,132230,Unidade Sede,Rua Prof. Pedreira de Freitas,415,,Tatuapé,000000003550308,São Paulo,SP,01/04/2000,2000-03-24,,,3,240,2017,2,2017,2,2017,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,5387,IMPACTA,FACULDADE IMPACTA,Privada sem fins lucrativos,Faculdade ,Ativa,,62538,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,225,3200,Semestral,,,8.0 Semestres,50,,,8.0 Semestres,100,,1069717,Campus Rudge,Rua do Bosque,60,Campus Rudge,Barra Funda,000000003550308,São Paulo,SP,04/08/2003,2003-03-19,4,2014,3,259,2017,3,2017,3,2017,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,1294,CAM,Centro Universitário das Américas,Privada com fins lucrativos,Centro Universitário,Ativa,,1260352,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,320,4208,Semestral,,,8.00 Semestres,160,,,8.00 Semestres,160,,1055967,Rua Augusta,Rua Augusta,1520,1508 a ,Consolação,000000003550308,São Paulo,SP,10/08/2015,2015-05-06,4,2018,,,,,,,,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,203,USJT,UNIVERSIDADE SÃO JUDAS TADEU,Privada com fins lucrativos,Universidade,Ativa,,1420213,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,180,3000,Semestral,,,8.00 Semestres,90,,,8.00 Semestres,90,,1083604,Unidade Jabaquara,Avenida Jabaquara,"1,87",Unidade Jabaquara,Mirandópolis,000000003550308,São Paulo,SP,17/03/2021,2017-10-19,,,,,,,,,,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,316,UNINOVE,UNIVERSIDADE NOVE DE JULHO,Privada sem fins lucrativos,Universidade,Ativa,,1116093,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,490,3440,Semestral,,,8.00 Semestres,190,,,8.00 Semestres,300,,1801,MEMORIAL,Rua Adolfo Pinto,109,,Barra Funda,000000003550308,São Paulo,SP,02/02/2009,2008-09-29,4,2012,4,315,2017,3,2017,2,2017,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,203,USJT,UNIVERSIDADE SÃO JUDAS TADEU,Privada com fins lucrativos,Universidade,Ativa,,1420170,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,180,3000,Semestral,,,8.00 Semestres,90,,,8.00 Semestres,90,,1082211,Paulista,Avenida Angélica,2563,Paulista,Bela Vista,000000003550308,São Paulo,SP,25/03/2020,2017-08-17,,,,,,,,,,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,466,UAM,UNIVERSIDADE ANHEMBI MORUMBI,Privada com fins lucrativos,Universidade,Ativa,,1524514,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,60,3036,Semestral,,,8.00 Semestres,30,,,8.00 Semestres,30,,1055963,CAMPUS PAULISTA II,Rua Treze de Maio,1266,,Bela Vista,000000003550308,São Paulo,SP,10/02/2020,2019-12-02,,,,,,,,,,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,3985,SENACSP,CENTRO UNIVERSITÁRIO SENAC,Privada sem fins lucrativos,Centro Universitário,Ativa,,86972,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,120,3080,Semestral,,,,,,,8.00 Semestres,120,,659695,SAO PAULO (SEDE),Av. Engenheiro Eusébio Stevaux,nº 823,,Jurubatuba,000000003550308,São Paulo,SP,14/02/2005,2004-09-11,5,2008,3,243,2017,3,2017,3,2017,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,466,UAM,UNIVERSIDADE ANHEMBI MORUMBI,Privada com fins lucrativos,Universidade,Ativa,,63770,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,150,3036,Semestral,,,,,,,8.00 Semestres,40,,2503,CAMPUS MOOCA,Rua Dr. Almeida Lima,1124 e 1134,Centro,Brás,000000003550308,São Paulo,SP,03/02/2003,2002-02-18,4,2013,4,385,2017,4,2017,4,2017,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,1853,,Centro Universitário UNIBTA,Privada com fins lucrativos,Centro Universitário,Ativa,,1473710,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,80,3050,Semestral,,,8.0 Semestres,40,,,8.0 Semestres,40,,1082239,Centro Universitário UNIBTA,Rua Cubatão,726,Centro Universitário UNIBTA,Vila Mariana,000000003550308,São Paulo,SP,Não iniciado,2019-01-21,,,,,,,,,,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,322,UNIP,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Universidade,Ativa,,38854,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,230,3000,Semestral,,,8.0 Semestres,0,,,8.0 Semestres,230,,2641,Campus V -  Chácara Santo Antônio,Rua Cancioneiro Popular,210,,Santo Amaro,000000003550308,São Paulo,SP,14/02/2000,1989-11-16,,,3,217,2017,2,2017,2,2017,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,319,UB,UNIVERSIDADE BRASIL,Privada sem fins lucrativos,Universidade,Ativa,"Em Supervisão - Procedimento Sancionador com Medida Cautelar, Sub Judice",1485125,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,100,3240,Semestral,,,8.00 Semestres,50,,,8.00 Semestres,50,,1105456,Campus VI - Mooca,Rua Ibipetuba,130,,Centro,000000003550308,São Paulo,SP,14/08/2020,2019-05-09,,,,,,,,,,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,793,ESTÁCIO SÃO PAULO,Centro Universitário Estácio de São Paulo,Privada com fins lucrativos,Centro Universitário,Ativa,,1526484,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,240,6048,Semestral,,,8.00 Semestres,120,,,8.00 Semestres,120,,1070865,CONCEIÇÃO,Avenida Engenheiro Armando de Arruda Pereira,673,- até 1651 - lado ímpar,Jabaquara,000000003550308,São Paulo,SP,03/08/2020,2020-05-27,,,,,,,,,,,,,,,,,
4,466,UAM,UNIVERSIDADE ANHEMBI MORUMBI,Privada com fins lucrativos,Universidade,Ativa,,63768,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,80,3036,Semestral,,,,,,,8.00 Semestres,80,,707833,CAMPUS VILA OLIMPIA,Rua Casa do Ator,294,Nºs 275 e 294,Vila Olímpia,000000003550308,São Paulo,SP,03/02/2003,2002-02-18,5,2006,4,378,2017,4,2017,3,2017,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,852,,FIAP - Centro Universitário,Privada com fins lucrativos,Centro Universitário,Ativa,,57984,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,350,3000,Anual,,,4.00 Anos,200,,,4.00 Anos,150,,658138,UNIDADE SEDE,Avenida Lins de Vasconcelos,1264,,Cambuci,000000003550308,São Paulo,SP,10/02/2003,2002-12-02,4,2017,4,340,2017,3,2017,4,2017,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
4,203,USJT,UNIVERSIDADE SÃO JUDAS TADEU,Privada com fins lucrativos,Universidade,Ativa,,95506,SISTEMAS DE INFORMAÇÃO,Bacharelado,Educação Presencial,Em atividade,270,3920,Semestral,,,8.0 Semestres,90,,,8.0 Semestres,180,,7609,Unidade Butantã,Avenida Vital Brasil,1000,Unidade Butantã,Butantã,000000003550308,São Paulo,SP,05/02/2007,2006-06-20,,,4,307,2017,3,2017,3,2017,0615S02,Sistemas de informação,0615,Gestão e desenvolvimento de sistemas de informação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
