codigo curso,Código da IES,Sigla da IES,Nome da IES,Categoria Administrativa,Organização Acadêmica,Situaçao da IES,Sinalização da IES,Código do Curso,Nome do Curso,Grau,Modalidade,Situação do Curso,Qt. Vagas Autorizadas,Carga Horária,Tipo de Periodicidade,Integralização - Turno Integral,Quantitativo de Vagas - Integral,Integralização - Turno Matutino,Quantitativo de Vagas - Matutino,Integralização - Turno Vespertino,Quantitativo de Vagas - Vespertino,Integralização - Turno Noturno,Quantitativo de Vagas - Noturno,Sinalização do Curso,Código do Endereço,Nome do Campus,Endereço,Número Endereço,Complemento,Bairro,Código do Município,Município,UF,Início Funcionamento,Data Ato de Criação,Valor CC,Ano CC,CPC Faixa,CPC Contínuo,CPC Ano,Valor IDD,IDD Ano,Valor ENADE,ENADE Ano,Código Rótulo CINE,Rótulo CINE,Código Área Detalhada CINE,Área Detalhada CINE,Código Área Específica CINE,Área Específica CINE,Código Área Geral CINE,Área Geral CINE
1,374,FMU,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,Privada sem fins lucrativos,Centro Universitário,Ativa,,19641,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,350,3303,Semestral,,,8.00 Semestres,110,,,8.00 Semestres,240,,657863,FMU - Liberdade,Rua Taguá,150,Prédio 1 - Campus Liberdade  I,Liberdade,000000003550308,São Paulo,SP,01/04/1999,1999-03-16,3,2018,3,283,2017,3,2017,3,2017,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,1385,FIPEP,FACULDADES INTEGRADAS IPEP,Privada sem fins lucrativos,Faculdade,Ativa,,40086,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,135,3200,Semestral,,,8.0 Semestres,0,,,8.0 Semestres,135,,25552,Campus Liberdade,Rua Pirapitingui,186,,Liberdade,000000003550308,São Paulo,SP,01/08/1999,1999-06-24,4,2006,,,,4,2005,2,2008,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,466,UAM,UNIVERSIDADE ANHEMBI MORUMBI,Privada com fins lucrativos,Universidade,Ativa,,120920,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,130,3303,Semestral,,,8.00 Semestres,50,8.00 semestres,30,8.00 Semestres,50,,33621,CAMPUS PAULISTA,Av. Paulista,2000,,Bela Vista,000000003550308,São Paulo,SP,01/08/2009,1997-11-27,,,,,,,,,,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,203,USJT,UNIVERSIDADE SÃO JUDAS TADEU,Privada com fins lucrativos,Universidade,Ativa,,1484128,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,80,3200,Semestral,,,8.00 Semestres,40,,,8.00 Semestres,40,,1095581,Unidade Vila Leopoldina,Avenida Imperatriz Leopoldina,184,Unidade Vila Leopoldina,Vila Leopoldina,000000003550308,São Paulo,SP,12/04/2019,2019-04-12,,,,,,,,,,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,221,UNICSUL,UNIVERSIDADE CRUZEIRO DO SUL,Privada com fins lucrativos,Universidade,Ativa,,1427562,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,200,3200,Semestral,,,8.00 Semestres,100,,,8.00 Semestres,100,,1085415,POLO SP_PAULISTA,Avenida Paulista,1.415,Campus Paulista,Bela Vista,000000003550308,São Paulo,SP,19/02/2018,2017-11-17,,,,,,,,,,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,316,UNINOVE,UNIVERSIDADE NOVE DE JULHO,Privada sem fins lucrativos,Universidade,Ativa,,7142,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,780,3640,Semestral,,,8.00 Semestres,310,,,8.00 Semestres,470,,657833,VILA MARIA,Rua Diamantina,302,,Vila Maria,000000003550308,São Paulo,SP,03/09/1992,1992-07-31,,,4,304,2017,3,2017,2,2017,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,417,UNICID,UNIVERSIDADE CIDADE DE SÃO PAULO,Privada com fins lucrativos,Universidade,Ativa,,20041,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,240,3200,Semestral,,,8.00 Semestres,90,,,8.00 Semestres,150,,1002328,Universidade Cidade de São Paulo - UNICID - Sede,Rua Cesário Galero,448/475,474,Tatuapé,000000003550308,São Paulo,SP,08/02/1999,1998-08-17,,,4,308,2017,3,2017,2,2017,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,322,UNIP,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Universidade,Ativa,,65890,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,460,3000,Semestral,,,8.0 Semestres,230,,,8.0 Semestres,230,,2643,Campus VII - MARQUÊS,Avenida Marquês de São Vicente,3001,,Água Branca,000000003550308,São Paulo,SP,14/02/2002,,,,3,270,2017,3,2017,3,2017,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,481,Univeritas UNG,Universidade Universus Veritas Guarulhos,Privada sem fins lucrativos,Universidade,Ativa,Unificação de Mantidas,109554,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,120,3602,Semestral,,,8.0 Semestres,0,,,8.0 Semestres,120,Visita Obrigatória no Próximo Ato,1077702,Brigadeiro,Avenida Brigadeiro Luís Antônio,909/917,- de 701 a 1499 - lado ímpar,Bela Vista,000000003550308,São Paulo,SP,09/02/2009,2008-02-06,4,2012,,,,,,,,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,316,UNINOVE,UNIVERSIDADE NOVE DE JULHO,Privada sem fins lucrativos,Universidade,Ativa,,111980,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,350,3640,Semestral,,,8.00 Semestres,115,,,8.00 Semestres,235,,25206,SANTO AMARO,Rua Amador Bueno,389/491,,Santo Amaro,000000003550308,São Paulo,SP,19/02/2008,1992-07-31,,,3,287,2017,3,2017,1,2017,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,316,UNINOVE,UNIVERSIDADE NOVE DE JULHO,Privada sem fins lucrativos,Universidade,Ativa,,1279527,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,560,3640,Semestral,,,8.00 Semestres,205,,,8.00 Semestres,355,,1063075,VILA PRUDENTE,Avenida Professor Luiz Ignácio Anhaia Mello,1363,- até 2001 - lado ímpar,Vila Prudente,000000003550308,São Paulo,SP,05/02/2007,1992-07-31,,,,,,,,,,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,221,UNICSUL,UNIVERSIDADE CRUZEIRO DO SUL,Privada com fins lucrativos,Universidade,Ativa,,1563384,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,200,3200,Semestral,,,8.00 Semestres,100,,,8.00 Semestres,100,,1122401,CAMPUS VILLA LOBOS,"AVENIDA IMPERATRIZ LEOPOLDINA,",550,,VILA LEOPOLDINA,000000003550308,São Paulo,SP,24/02/2021,2021-02-23,,,,,,,,,,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,1365,UNASP,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,Privada sem fins lucrativos,Centro Universitário,Ativa,,42236,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,60,3340,Semestral,,,8.0 Semestres,0,,,8.0 Semestres,60,,658431,UNASP Campus São Paulo,Estrada de Itapecerica,5859,,Jardim IAE,000000003550308,São Paulo,SP,01/02/2000,1999-09-22,,,3,268,2017,3,2017,2,2017,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,3985,SENACSP,CENTRO UNIVERSITÁRIO SENAC,Privada sem fins lucrativos,Centro Universitário,Ativa,,18818,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,110,3204,Semestral,,,,,,,8.00 Semestres,110,,659695,SAO PAULO (SEDE),Av. Engenheiro Eusébio Stevaux,nº 823,,Jurubatuba,000000003550308,São Paulo,SP,01/07/1999,1998-11-24,,,4,376,2017,5,2017,4,2017,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,322,UNIP,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Universidade,Ativa,,38834,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,460,3000,Semestral,,,8.0 Semestres,230,,,8.0 Semestres,230,,2641,Campus V -  Chácara Santo Antônio,Rua Cancioneiro Popular,210,,Santo Amaro,000000003550308,São Paulo,SP,14/02/2000,1987-10-06,,,3,243,2017,3,2017,2,2017,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,322,UNIP,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Universidade,Ativa,,65878,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,460,3000,Semestral,,,8.0 Semestres,230,,,8.0 Semestres,230,,10095,Campus XIII - Paraíso,Rua Vergueiro,1211,,Aclimação,000000003550308,São Paulo,SP,14/02/2002,,3,2012,3,240,2017,3,2017,3,2017,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,203,USJT,UNIVERSIDADE SÃO JUDAS TADEU,Privada com fins lucrativos,Universidade,Ativa,,1420186,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,180,3200,Semestral,,,8.00 Semestres,90,,,8.00 Semestres,90,,1082210,Unidade Santo Amaro,Av. Alexandre Dumas,2016,Unidade Santo Amaro,Chácara Santo Antônio (Zona Sul),000000003550308,São Paulo,SP,26/03/2021,2017-08-17,,,,,,,,,,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,254,UNI-BAN,CENTRO UNIVERSITÁRIO UNI-BAN,Privada com fins lucrativos,Centro Universitário,Ativa,Unificação de Mantidas,1516261,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,100,3200,Semestral,,,8.00 Semestres,40,8.00 semestres,30,8.00 Semestres,30,,1105209,Nova Sede UNI-BAN,Rua Maria Cândida,1789,Nova Sede UNI-BAN,Vila Guilherme,000000003550308,São Paulo,SP,10/02/2020,2019-09-25,,,,,,,,,,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,322,UNIP,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Universidade,Ativa,,1155950,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,230,3000,Semestral,,,,,,,8.0 Semestres,230,,2645,Campus IX- Pinheiros,Rua Pe. Carvalho,566,,Pinheiros,000000003550308,São Paulo,SP,10/02/2009,,,,3,269,2017,3,2017,3,2017,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,546,PUCSP,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,Privada sem fins lucrativos,Universidade,Ativa,,11238,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,50,3200,Semestral,,,8.00 Semestres,50,,,,,,1794,Campus Consolação (Marquês de Paranaguá),Rua Marquês de Paranaguá,111,,Consolação,000000003550308,São Paulo,SP,01/01/1986,1985-03-27,,,3,250,2017,2,2017,3,2017,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,10323,BANDTEC,FACULDADE DE TECNOLOGIA BANDEIRANTES,Privada com fins lucrativos,Faculdade,Ativa,,1366232,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,50,3880,Anual,4.00 Anos,50,,,,,,,,1080141,Unidade II Paulista,Rua Haddock Lobo,595,Unidade II Paulista,Cerqueira César,000000003550308,São Paulo,SP,27/01/2020,2018-10-01,4,2017,,,,,,,,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,203,USJT,UNIVERSIDADE SÃO JUDAS TADEU,Privada com fins lucrativos,Universidade,Ativa,,1420185,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,180,3200,Semestral,,,8.00 Semestres,90,,,8.00 Semestres,90,,1082211,Paulista,Avenida Angélica,2563,Paulista,Bela Vista,000000003550308,São Paulo,SP,01/02/2018,2017-08-17,,,,,,,,,,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,458,UNIB,UNIVERSIDADE IBIRAPUERA,Privada sem fins lucrativos,Universidade,Ativa,,88772,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,240,3205,Semestral,,,8.00 Semestres,80,,,8.00 Semestres,160,,3507,Unidade sede - Chácara Flora,Avenida Interlagos,1.329,,Jardim Marajoara,000000003550308,São Paulo,SP,05/02/2000,2000-12-12,4,2018,3,250,2017,3,2017,2,2017,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,203,USJT,UNIVERSIDADE SÃO JUDAS TADEU,Privada com fins lucrativos,Universidade,Ativa,,1420191,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,180,3200,Semestral,,,8.00 Semestres,90,,,8.00 Semestres,90,,1083604,Unidade Jabaquara,Avenida Jabaquara,1.870,Unidade Jabaquara,Mirandópolis,000000003550308,São Paulo,SP,17/03/2021,2017-10-19,,,,,,,,,,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,322,UNIP,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Universidade,Ativa,,69825,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,230,3000,Semestral,,,,,,,8.0 Semestres,230,,2642,CIDADE UNIVERSITÁRIA,Avenida Torres de Oliveira,330,,Jaguaré,000000003550308,São Paulo,SP,14/02/2001,,,,3,261,2017,3,2017,2,2017,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,466,UAM,UNIVERSIDADE ANHEMBI MORUMBI,Privada com fins lucrativos,Universidade,Ativa,,19505,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,150,3303,Semestral,,,,,,,8.00 Semestres,150,,707833,CAMPUS VILA OLIMPIA,Rua Casa do Ator,294,Nºs 275 e 294,Vila Olímpia,000000003550308,São Paulo,SP,09/02/1998,1997-11-27,5,2007,4,325,2017,3,2017,3,2017,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,203,USJT,UNIVERSIDADE SÃO JUDAS TADEU,Privada com fins lucrativos,Universidade,Ativa,,95489,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,270,3920,Semestral,,,8.0 Semestres,90,,,8.0 Semestres,180,,7609,Unidade Butantã,Avenida Vital Brasil,1000,Unidade Butantã,Butantã,000000003550308,São Paulo,SP,05/02/2007,2006-06-20,,,4,316,2017,4,2017,3,2017,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,55,USP,UNIVERSIDADE DE SÃO PAULO,Pública Estadual,Universidade,Ativa,,2883,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,60,3285,Semestral,,,8.0 Semestres,60,,,,,,1075940,Instituto de Matemática e Estatística - IME,Rua do Matão,1010,Instituto de Matemática e Estatística - IME,Butantã,000000003550308,São Paulo,SP,01/01/1972,1984-02-27,,,,,,,,,,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,1100,UniDrummond,Centro Universitário Carlos Drummond de Andrade,Privada sem fins lucrativos,Centro Universitário,Ativa,,47603,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,225,3280,Semestral,,,8.0 Semestres,75,,,8.0 Semestres,150,,132230,Unidade Sede,Rua Prof. Pedreira de Freitas,415,,Tatuapé,000000003550308,São Paulo,SP,05/02/2002,2001-02-19,3,2005,3,268,2017,3,2017,2,2017,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,376,,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,Privada com fins lucrativos,Centro Universitário,Ativa,,1376347,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,50,3200,Semestral,,,,,,,8.00 Semestres,50,,1056226,Vila Mariana,Rua Afonso Celso,235,Vila Mariana,Vila Mariana,000000003550308,São Paulo,SP,20/02/2017,2016-06-20,,,,,,,,,,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,203,USJT,UNIVERSIDADE SÃO JUDAS TADEU,Privada com fins lucrativos,Universidade,Ativa,,5485,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,360,3920,Semestral,,,8.0 Semestres,90,,,8.0 Semestres,270,,657779,UNIDADE SEDE,Rua Taquari,546,,Mooca,000000003550308,São Paulo,SP,19/02/1990,1989-09-17,4,2005,4,307,2017,3,2017,3,2017,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,221,UNICSUL,UNIVERSIDADE CRUZEIRO DO SUL,Privada com fins lucrativos,Universidade,Ativa,,5841,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,210,3200,Semestral,,,8.00 Semestres,90,,,8.00 Semestres,120,,657790,POLO SP_SAO MIGUEL PAULISTA (SEDE),Avenida Doutor Ussiel Cirilo,225,Vila Jacuí,São Miguel,000000003550308,São Paulo,SP,06/02/1995,1993-12-22,,,3,282,2017,3,2017,3,2017,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
