codigo curso,Código da IES,Sigla da IES,Nome da IES,Categoria Administrativa,Organização Acadêmica,Situaçao da IES,Sinalização da IES,Código do Curso,Nome do Curso,Grau,Modalidade,Situação do Curso,Qt. Vagas Autorizadas,Carga Horária,Tipo de Periodicidade,Integralização - Turno Integral,Quantitativo de Vagas - Integral,Integralização - Turno Matutino,Quantitativo de Vagas - Matutino,Integralização - Turno Vespertino,Quantitativo de Vagas - Vespertino,Integralização - Turno Noturno,Quantitativo de Vagas - Noturno,Sinalização do Curso,Código do Endereço,Nome do Campus,Endereço,Número Endereço,Complemento,Bairro,Código do Município,Município,UF,Início Funcionamento,Data Ato de Criação,Valor CC,Ano CC,CPC Faixa,CPC Contínuo,CPC Ano,Valor IDD,IDD Ano,Valor ENADE,ENADE Ano,Código Rótulo CINE,Rótulo CINE,Código Área Detalhada CINE,Área Detalhada CINE,Código Área Específica CINE,Área Específica CINE,Código Área Geral CINE,Área Geral CINE
2,203,USJT,UNIVERSIDADE SÃO JUDAS TADEU,Privada com fins lucrativos,Universidade,Ativa,,1420214,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,180,2400,Semestral,,,5.00 Semestres,90,,,5.00 Semestres,90,,1083604,Unidade Jabaquara,Avenida Jabaquara,"1,87",Unidade Jabaquara,Mirandópolis,3550308,São Paulo,SP,17/03/2021,2017-10-19,,,,,,,,,,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,316,UNINOVE,UNIVERSIDADE NOVE DE JULHO,Privada sem fins lucrativos,Universidade,Ativa,,102198,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,300,2280,Semestral,,,5.00 Semestres,85,,,5.00 Semestres,215,,657833,VILA MARIA,Rua Diamantina,302,,Vila Maria,3550308,São Paulo,SP,05/02/2007,2006-02-14,4,2011,3,243,2017,2,2017,2,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,316,UNINOVE,UNIVERSIDADE NOVE DE JULHO,Privada sem fins lucrativos,Universidade,Ativa,,103257,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,1000,2280,Semestral,,,5.00 Semestres,275,,,5.00 Semestres,725,,1801,MEMORIAL,Rua Adolfo Pinto,109,,Barra Funda,3550308,São Paulo,SP,05/02/2007,2006-02-14,5,2010,3,258,2017,2,2017,2,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,322,UNIP,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Universidade,Ativa,,123539,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,115,2000,Semestral,,,,,,,4.0 Semestres,115,,2639,Campus III - Anchieta,Rua Francisco Bautista,300,Km 12 da Rodovia Anchieta,Jardim Santa Cruz,3550308,São Paulo,SP,02/02/2004,2004-08-31,,,3,232,2017,3,2017,2,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,221,UNICSUL,UNIVERSIDADE CRUZEIRO DO SUL,Privada com fins lucrativos,Universidade,Ativa,,123677,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,240,2000,Semestral,,,4.00 Semestres,80,,,4.00 Semestres,160,,2788,POLO SP_LIBERDADE,Rua Galvão Bueno,868,,Liberdade,3550308,São Paulo,SP,01/02/2004,2000-06-30,,,3,253,2017,2,2017,2,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,15688,FATEC ZONASUL,FACULDADE DE TECONOLOGIA DA ZONA SUL,Pública Estadual,Faculdade,Ativa,,1150438,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,80,2800,Semestral,,,6.0 Semestres,40,6.0 semestres,0,6.0 Semestres,40,,1051635,FATEC ZONA SUL,Rua Frederico Grotte,322,,Jardim Vergueiro,3550308,São Paulo,SP,01/02/2010,,,,3,263,2017,3,2017,4,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,203,USJT,UNIVERSIDADE SÃO JUDAS TADEU,Privada com fins lucrativos,Universidade,Ativa,,1420154,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,180,2400,Semestral,,,5.00 Semestres,90,,,5.00 Semestres,90,,1082210,Unidade Santo Amaro,Av. Alexandre Dumas,2016,Unidade Santo Amaro,Chácara Santo Antônio (Zona Sul),3550308,São Paulo,SP,17/03/2021,2017-08-17,,,,,,,,,,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,376,,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,Privada com fins lucrativos,Centro Universitário,Ativa,,1167044,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,150,2190,Semestral,,,5.00 Semestres,75,,,5.00 Semestres,75,,1056207,MARTE,Avenida Braz Leme,3029,MARTE,Santana,3550308,São Paulo,SP,13/02/2012,2011-10-03,3,2014,,,,,,2,2014,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,221,UNICSUL,UNIVERSIDADE CRUZEIRO DO SUL,Privada com fins lucrativos,Universidade,Ativa,,1563380,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,200,2000,Semestral,,,4.00 Semestres,100,,,4.00 Semestres,100,,1122401,CAMPUS VILLA LOBOS,"AVENIDA IMPERATRIZ LEOPOLDINA,",550,,VILA LEOPOLDINA,3550308,São Paulo,SP,24/02/2021,2021-02-23,,,,,,,,,,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,203,USJT,UNIVERSIDADE SÃO JUDAS TADEU,Privada com fins lucrativos,Universidade,Ativa,,1473647,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,100,2030,Semestral,,,5.00 Semestres,50,,,5.00 Semestres,50,,7609,Unidade Butantã,Avenida Vital Brasil,1000,Unidade Butantã,Butantã,3550308,São Paulo,SP,21/03/2019,2019-03-14,,,,,,,,,,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,1541,,FACULDADE FLAMINGO,Privada com fins lucrativos,Faculdade,Ativa,,100266,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,120,2000,Semestral,,,5.00 Semestres,40,,,5.00 Semestres,80,,1041911,Campus Lapa,Rua George Smith,122,Campus Lapa,Lapa,3550308,São Paulo,SP,01/02/2007,2001-06-29,3,2010,3,207,2017,3,2017,2,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
